crn,department,course_number,course_title,level,semester_id
95507,CS,CS 447,Natural Language Processing,4,22
96995,CS,CS 450,Numerical Analysis,4,22
96164,CS,CS 461,Computer Security I,4,22
76959,CS,CS 465,User Interface Design,3,22
17041,CS,CS 466,Introduction to Bioinformatics,3,22
63817,CS,CS 473,Algorithms,5,22
56018,CS,CS 481,Advanced Topics in Stochastic Processes & Applications,5,22
47032,CS,CS 483,Applied Parallel Programming,4,22
40335,CS,CS 484,Parallel Programming,4,22
53089,CS,CS 491,Seminar,4,22
26641,CS,CS 493,"Senior Project II, ACP",4,22
88731,CS,CS 494,Senior Project II,4,22
96112,CS,CS 497,CS Team Project,4,22
90300,CS,CS 498,Special Topics,4,22
53188,CS,CS 499,Senior Thesis,5,22
69667,CS,CS 510,Advanced Information Retrieval,5,22
48980,CS,CS 513,Theory & Practice of Data Cleaning,5,22
68758,CS,CS 523,Advanced Operating Systems,5,22
22810,CS,CS 536,Fault-Tolerant Dig Syst Design,5,22
27967,CS,CS 547,Deep Learning,5,22
18782,CS,CS 554,Parallel Numerical Algorithms,5,22
90257,CS,CS 563,Advanced Computer Security,5,22
96885,CS,CS 571,Combinatorial Mathematics,5,22
96171,CS,CS 576,Topics in Automated Deduction,5,22
89877,CS,CS 581,Algorithmic Genomic Biology,5,22
59169,CS,CS 584,Embedded System Verification,5,22
74116,CS,CS 591,Advanced Seminar,5,22
38095,CS,CS 598,Special Topics,5,22
58824,CS,CS 599,Thesis Research,5,22
93603,CS,CS 225,Data Structures,2,21
73879,CS,CS 233,Computer Architecture,2,21
73466,CS,CS 241,System Programming,4,21
95601,CS,CS 242,Programming Studio,4,21
63621,CS,CS 296,Honors Course,4,21
42190,CS,CS 357,Numerical Methods I,3,21
70602,CS,CS 361,Probability & Statistics for Computer Science,3,21
14154,CS,CS 374,Introduction to Algorithms & Models of Computation,4,21
34036,CS,CS 397,Individual Study,4,21
65311,CS,CS 410,Text Information Systems,4,21
66383,CS,CS 411,Database Systems,4,21
63228,CS,CS 412,Introduction to Data Mining,4,21
13382,CS,CS 413,Intro to Combinatorics,4,21
57133,CS,CS 418,Interactive Computer Graphics,4,21
25519,CS,CS 420,Parallel Progrmg: Sci & Engrg,4,21
29543,CS,CS 421,Programming Languages & Compilers,4,21
70661,CS,CS 424,Real-Time Systems,4,21
67563,CS,CS 425,Distributed Systems,4,21
27798,CS,CS 426,Compiler Construction,4,21
28702,CS,CS 427,Software Engineering I,4,21
24863,CS,CS 433,Computer System Organization,4,21
69734,CS,CS 438,Communication Networks,4,21
82000,CS,CS 440,Artificial Intelligence,3,21
74176,CS,CS 445,Computational Photography,4,21
85574,CS,CS 446,Machine Learning,4,21
92873,CS,CS 447,Natural Language Processing,4,21
40394,CS,CS 450,Numerical Analysis,4,21
48289,CS,CS 461,Computer Security I,4,21
12277,CS,CS 465,User Interface Design,3,21
25773,CS,CS 466,Introduction to Bioinformatics,3,21
73564,CS,CS 473,Algorithms,5,21
28534,CS,CS 481,Advanced Topics in Stochastic Processes & Applications,5,21
68328,CS,CS 483,Applied Parallel Programming,4,21
26441,CS,CS 484,Parallel Programming,4,21
12137,CS,CS 491,Seminar,4,21
20540,CS,CS 493,"Senior Project II, ACP",4,21
25888,CS,CS 494,Senior Project II,4,21
47993,CS,CS 497,CS Team Project,4,21
18903,CS,CS 498,Special Topics,4,21
73341,CS,CS 499,Senior Thesis,5,21
71425,CS,CS 510,Advanced Information Retrieval,5,21
26122,CS,CS 513,Theory & Practice of Data Cleaning,5,21
51902,CS,CS 523,Advanced Operating Systems,5,21
38885,CS,CS 536,Fault-Tolerant Dig Syst Design,5,21
18907,CS,CS 547,Deep Learning,5,21
48783,CS,CS 554,Parallel Numerical Algorithms,5,21
67249,CS,CS 563,Advanced Computer Security,5,21
78516,CS,CS 571,Combinatorial Mathematics,5,21
45610,CS,CS 576,Topics in Automated Deduction,5,21
71530,CS,CS 581,Algorithmic Genomic Biology,5,21
96407,CS,CS 584,Embedded System Verification,5,21
68451,CS,CS 591,Advanced Seminar,5,21
72501,CS,CS 598,Special Topics,5,21
75317,CS,CS 599,Thesis Research,5,21
97220,CS,CS 225,Data Structures,2,18
69022,CS,CS 233,Computer Architecture,2,18
90851,CS,CS 241,System Programming,4,18
82580,CS,CS 242,Programming Studio,4,18
86369,CS,CS 296,Honors Course,4,18
24080,CS,CS 357,Numerical Methods I,3,18
84079,CS,CS 361,Probability & Statistics for Computer Science,3,18
92086,CS,CS 374,Introduction to Algorithms & Models of Computation,4,18
91552,CS,CS 397,Individual Study,4,18
73803,CS,CS 410,Text Information Systems,4,18
51200,CS,CS 411,Database Systems,4,18
31933,CS,CS 412,Introduction to Data Mining,4,18
14288,CS,CS 413,Intro to Combinatorics,4,18
97831,CS,CS 418,Interactive Computer Graphics,4,18
72339,CS,CS 420,Parallel Progrmg: Sci & Engrg,4,18
42446,CS,CS 421,Programming Languages & Compilers,4,18
21455,CS,CS 424,Real-Time Systems,4,18
45991,CS,CS 425,Distributed Systems,4,18
63479,CS,CS 426,Compiler Construction,4,18
49192,CS,CS 427,Software Engineering I,4,18
44412,CS,CS 433,Computer System Organization,4,18
81650,CS,CS 438,Communication Networks,4,18
32681,CS,CS 440,Artificial Intelligence,3,18
29148,CS,CS 445,Computational Photography,4,18
19423,CS,CS 446,Machine Learning,4,18
55396,CS,CS 447,Natural Language Processing,4,18
28378,CS,CS 450,Numerical Analysis,4,18
25603,CS,CS 461,Computer Security I,4,18
59823,CS,CS 465,User Interface Design,3,18
81425,CS,CS 466,Introduction to Bioinformatics,3,18
32697,CS,CS 473,Algorithms,5,18
11103,CS,CS 481,Advanced Topics in Stochastic Processes & Applications,5,18
61212,CS,CS 483,Applied Parallel Programming,4,18
56891,CS,CS 484,Parallel Programming,4,18
80197,CS,CS 491,Seminar,4,18
32779,CS,CS 493,"Senior Project II, ACP",4,18
20453,CS,CS 494,Senior Project II,4,18
56987,CS,CS 497,CS Team Project,4,18
94652,CS,CS 498,Special Topics,4,18
90782,CS,CS 499,Senior Thesis,5,18
43222,CS,CS 510,Advanced Information Retrieval,5,18
58777,CS,CS 513,Theory & Practice of Data Cleaning,5,18
79572,CS,CS 523,Advanced Operating Systems,5,18
82678,CS,CS 536,Fault-Tolerant Dig Syst Design,5,18
39772,CS,CS 547,Deep Learning,5,18
59369,CS,CS 554,Parallel Numerical Algorithms,5,18
23251,CS,CS 563,Advanced Computer Security,5,18
19934,CS,CS 571,Combinatorial Mathematics,5,18
86685,CS,CS 576,Topics in Automated Deduction,5,18
68459,CS,CS 581,Algorithmic Genomic Biology,5,18
31781,CS,CS 584,Embedded System Verification,5,18
75711,CS,CS 591,Advanced Seminar,5,18
55577,CS,CS 598,Special Topics,5,18
46998,CS,CS 599,Thesis Research,5,18
72754,CS,CS 225,Data Structures,2,17
82464,CS,CS 233,Computer Architecture,2,17
16243,CS,CS 241,System Programming,4,17
96759,CS,CS 242,Programming Studio,4,17
32382,CS,CS 296,Honors Course,4,17
15072,CS,CS 357,Numerical Methods I,3,17
78553,CS,CS 361,Probability & Statistics for Computer Science,3,17
40095,CS,CS 374,Introduction to Algorithms & Models of Computation,4,17
39127,CS,CS 397,Individual Study,4,17
94334,CS,CS 410,Text Information Systems,4,17
96048,CS,CS 411,Database Systems,4,17
15410,CS,CS 412,Introduction to Data Mining,4,17
63881,CS,CS 413,Intro to Combinatorics,4,17
49116,CS,CS 418,Interactive Computer Graphics,4,17
28715,CS,CS 420,Parallel Progrmg: Sci & Engrg,4,17
31969,CS,CS 421,Programming Languages & Compilers,4,17
95356,CS,CS 424,Real-Time Systems,4,17
67517,CS,CS 425,Distributed Systems,4,17
48658,CS,CS 426,Compiler Construction,4,17
56395,CS,CS 427,Software Engineering I,4,17
34845,CS,CS 433,Computer System Organization,4,17
79740,CS,CS 438,Communication Networks,4,17
48400,CS,CS 440,Artificial Intelligence,3,17
42735,CS,CS 445,Computational Photography,4,17
45394,CS,CS 446,Machine Learning,4,17
30068,CS,CS 447,Natural Language Processing,4,17
26973,CS,CS 450,Numerical Analysis,4,17
62159,CS,CS 461,Computer Security I,4,17
24145,CS,CS 465,User Interface Design,3,17
15147,CS,CS 466,Introduction to Bioinformatics,3,17
12438,CS,CS 473,Algorithms,5,17
86725,CS,CS 481,Advanced Topics in Stochastic Processes & Applications,5,17
48060,CS,CS 483,Applied Parallel Programming,4,17
41000,CS,CS 484,Parallel Programming,4,17
90038,CS,CS 491,Seminar,4,17
69039,CS,CS 493,"Senior Project II, ACP",4,17
39482,CS,CS 494,Senior Project II,4,17
85818,CS,CS 497,CS Team Project,4,17
73646,CS,CS 498,Special Topics,4,17
97168,CS,CS 499,Senior Thesis,5,17
79053,CS,CS 510,Advanced Information Retrieval,5,17
78843,CS,CS 513,Theory & Practice of Data Cleaning,5,17
11293,CS,CS 523,Advanced Operating Systems,5,17
28304,CS,CS 536,Fault-Tolerant Dig Syst Design,5,17
97992,CS,CS 547,Deep Learning,5,17
61414,CS,CS 554,Parallel Numerical Algorithms,5,17
71857,CS,CS 563,Advanced Computer Security,5,17
94529,CS,CS 571,Combinatorial Mathematics,5,17
22761,CS,CS 576,Topics in Automated Deduction,5,17
62669,CS,CS 581,Algorithmic Genomic Biology,5,17
10189,CS,CS 584,Embedded System Verification,5,17
50048,CS,CS 591,Advanced Seminar,5,17
39433,CS,CS 598,Special Topics,5,17
89607,CS,CS 599,Thesis Research,5,17
36487,CS,CS 225,Data Structures,2,14
99421,CS,CS 233,Computer Architecture,2,14
20815,CS,CS 241,System Programming,4,14
18928,CS,CS 242,Programming Studio,4,14
93514,CS,CS 296,Honors Course,4,14
36265,CS,CS 357,Numerical Methods I,3,14
29398,CS,CS 361,Probability & Statistics for Computer Science,3,14
75180,CS,CS 374,Introduction to Algorithms & Models of Computation,4,14
16788,CS,CS 397,Individual Study,4,14
35095,CS,CS 410,Text Information Systems,4,14
50165,CS,CS 411,Database Systems,4,14
91001,CS,CS 412,Introduction to Data Mining,4,14
96471,CS,CS 413,Intro to Combinatorics,4,14
80708,CS,CS 418,Interactive Computer Graphics,4,14
64055,CS,CS 420,Parallel Progrmg: Sci & Engrg,4,14
14734,CS,CS 421,Programming Languages & Compilers,4,14
92494,CS,CS 424,Real-Time Systems,4,14
20799,CS,CS 425,Distributed Systems,4,14
45777,CS,CS 426,Compiler Construction,4,14
20347,CS,CS 427,Software Engineering I,4,14
68292,CS,CS 433,Computer System Organization,4,14
97297,CS,CS 438,Communication Networks,4,14
23935,CS,CS 440,Artificial Intelligence,3,14
79314,CS,CS 445,Computational Photography,4,14
25551,CS,CS 446,Machine Learning,4,14
79479,CS,CS 447,Natural Language Processing,4,14
47413,CS,CS 450,Numerical Analysis,4,14
56335,CS,CS 461,Computer Security I,4,14
63337,CS,CS 465,User Interface Design,3,14
82825,CS,CS 466,Introduction to Bioinformatics,3,14
48693,CS,CS 473,Algorithms,5,14
85063,CS,CS 481,Advanced Topics in Stochastic Processes & Applications,5,14
97458,CS,CS 483,Applied Parallel Programming,4,14
51113,CS,CS 484,Parallel Programming,4,14
13183,CS,CS 491,Seminar,4,14
34342,CS,CS 493,"Senior Project II, ACP",4,14
34511,CS,CS 494,Senior Project II,4,14
37070,CS,CS 497,CS Team Project,4,14
24046,CS,CS 498,Special Topics,4,14
29113,CS,CS 499,Senior Thesis,5,14
35280,CS,CS 510,Advanced Information Retrieval,5,14
16059,CS,CS 513,Theory & Practice of Data Cleaning,5,14
49385,CS,CS 523,Advanced Operating Systems,5,14
18101,CS,CS 536,Fault-Tolerant Dig Syst Design,5,14
34065,CS,CS 547,Deep Learning,5,14
57985,CS,CS 554,Parallel Numerical Algorithms,5,14
27823,CS,CS 563,Advanced Computer Security,5,14
98479,CS,CS 571,Combinatorial Mathematics,5,14
83502,CS,CS 576,Topics in Automated Deduction,5,14
33549,CS,CS 581,Algorithmic Genomic Biology,5,14
64680,CS,CS 584,Embedded System Verification,5,14
91019,CS,CS 591,Advanced Seminar,5,14
78369,CS,CS 598,Special Topics,5,14
10019,CS,CS 599,Thesis Research,5,14
56579,CS,CS 225,Data Structures,2,13
86647,CS,CS 233,Computer Architecture,2,13
11489,CS,CS 241,System Programming,4,13
28347,CS,CS 242,Programming Studio,4,13
85868,CS,CS 296,Honors Course,4,13
24686,CS,CS 357,Numerical Methods I,3,13
94559,CS,CS 361,Probability & Statistics for Computer Science,3,13
45834,CS,CS 374,Introduction to Algorithms & Models of Computation,4,13
36789,CS,CS 397,Individual Study,4,13
30457,CS,CS 410,Text Information Systems,4,13
85058,CS,CS 411,Database Systems,4,13
28481,CS,CS 412,Introduction to Data Mining,4,13
95090,CS,CS 413,Intro to Combinatorics,4,13
18745,CS,CS 418,Interactive Computer Graphics,4,13
98693,CS,CS 420,Parallel Progrmg: Sci & Engrg,4,13
60060,CS,CS 421,Programming Languages & Compilers,4,13
84741,CS,CS 424,Real-Time Systems,4,13
16014,CS,CS 425,Distributed Systems,4,13
57248,CS,CS 426,Compiler Construction,4,13
39513,CS,CS 427,Software Engineering I,4,13
36014,CS,CS 433,Computer System Organization,4,13
84232,CS,CS 438,Communication Networks,4,13
28717,CS,CS 440,Artificial Intelligence,3,13
89252,CS,CS 445,Computational Photography,4,13
81422,CS,CS 446,Machine Learning,4,13
67614,CS,CS 447,Natural Language Processing,4,13
81945,CS,CS 450,Numerical Analysis,4,13
17769,CS,CS 461,Computer Security I,4,13
61565,CS,CS 465,User Interface Design,3,13
87616,CS,CS 466,Introduction to Bioinformatics,3,13
71419,CS,CS 473,Algorithms,5,13
12747,CS,CS 481,Advanced Topics in Stochastic Processes & Applications,5,13
25507,CS,CS 483,Applied Parallel Programming,4,13
27619,CS,CS 484,Parallel Programming,4,13
92244,CS,CS 491,Seminar,4,13
34323,CS,CS 493,"Senior Project II, ACP",4,13
23001,CS,CS 494,Senior Project II,4,13
47444,CS,CS 497,CS Team Project,4,13
92960,CS,CS 498,Special Topics,4,13
16322,CS,CS 499,Senior Thesis,5,13
91089,CS,CS 510,Advanced Information Retrieval,5,13
65990,CS,CS 513,Theory & Practice of Data Cleaning,5,13
97720,CS,CS 523,Advanced Operating Systems,5,13
35885,CS,CS 536,Fault-Tolerant Dig Syst Design,5,13
36107,CS,CS 547,Deep Learning,5,13
92131,CS,CS 554,Parallel Numerical Algorithms,5,13
53977,CS,CS 563,Advanced Computer Security,5,13
75814,CS,CS 571,Combinatorial Mathematics,5,13
44065,CS,CS 576,Topics in Automated Deduction,5,13
46898,CS,CS 581,Algorithmic Genomic Biology,5,13
14472,CS,CS 584,Embedded System Verification,5,13
57817,CS,CS 591,Advanced Seminar,5,13
87719,CS,CS 598,Special Topics,5,13
23391,CS,CS 599,Thesis Research,5,13
11153,CS,CS 225,Data Structures,2,10
80640,CS,CS 233,Computer Architecture,2,10
79147,CS,CS 241,System Programming,4,10
84420,CS,CS 242,Programming Studio,4,10
18371,CS,CS 296,Honors Course,4,10
62932,CS,CS 357,Numerical Methods I,3,10
67996,CS,CS 361,Probability & Statistics for Computer Science,3,10
73669,CS,CS 374,Introduction to Algorithms & Models of Computation,4,10
66309,CS,CS 397,Individual Study,4,10
58904,CS,CS 410,Text Information Systems,4,10
62333,CS,CS 411,Database Systems,4,10
78490,CS,CS 412,Introduction to Data Mining,4,10
15490,CS,CS 413,Intro to Combinatorics,4,10
25569,CS,CS 418,Interactive Computer Graphics,4,10
31619,CS,CS 420,Parallel Progrmg: Sci & Engrg,4,10
52695,CS,CS 421,Programming Languages & Compilers,4,10
85094,CS,CS 424,Real-Time Systems,4,10
41527,CS,CS 425,Distributed Systems,4,10
80744,CS,CS 426,Compiler Construction,4,10
25829,CS,CS 427,Software Engineering I,4,10
39598,CS,CS 433,Computer System Organization,4,10
10400,CS,CS 438,Communication Networks,4,10
29802,CS,CS 440,Artificial Intelligence,3,10
29429,CS,CS 445,Computational Photography,4,10
87361,CS,CS 446,Machine Learning,4,10
99818,CS,CS 447,Natural Language Processing,4,10
35664,CS,CS 450,Numerical Analysis,4,10
60239,CS,CS 461,Computer Security I,4,10
89967,CS,CS 465,User Interface Design,3,10
50555,CS,CS 466,Introduction to Bioinformatics,3,10
67894,CS,CS 473,Algorithms,5,10
89584,CS,CS 481,Advanced Topics in Stochastic Processes & Applications,5,10
12549,CS,CS 483,Applied Parallel Programming,4,10
60122,CS,CS 484,Parallel Programming,4,10
50691,CS,CS 491,Seminar,4,10
29436,CS,CS 493,"Senior Project II, ACP",4,10
65010,CS,CS 494,Senior Project II,4,10
15602,CS,CS 497,CS Team Project,4,10
10055,CS,CS 498,Special Topics,4,10
76570,CS,CS 499,Senior Thesis,5,10
67817,CS,CS 510,Advanced Information Retrieval,5,10
26234,CS,CS 513,Theory & Practice of Data Cleaning,5,10
69264,CS,CS 523,Advanced Operating Systems,5,10
19966,CS,CS 536,Fault-Tolerant Dig Syst Design,5,10
13167,CS,CS 547,Deep Learning,5,10
28269,CS,CS 554,Parallel Numerical Algorithms,5,10
13111,CS,CS 563,Advanced Computer Security,5,10
51559,CS,CS 571,Combinatorial Mathematics,5,10
51390,CS,CS 576,Topics in Automated Deduction,5,10
95738,CS,CS 581,Algorithmic Genomic Biology,5,10
92777,CS,CS 584,Embedded System Verification,5,10
33113,CS,CS 591,Advanced Seminar,5,10
16044,CS,CS 598,Special Topics,5,10
57513,CS,CS 599,Thesis Research,5,10
14999,CS,CS 225,Data Structures,2,9
61399,CS,CS 233,Computer Architecture,2,9
56254,CS,CS 241,System Programming,4,9
95197,CS,CS 242,Programming Studio,4,9
95287,CS,CS 296,Honors Course,4,9
97068,CS,CS 357,Numerical Methods I,3,9
89647,CS,CS 361,Probability & Statistics for Computer Science,3,9
24974,CS,CS 374,Introduction to Algorithms & Models of Computation,4,9
50757,CS,CS 397,Individual Study,4,9
31008,CS,CS 410,Text Information Systems,4,9
28637,CS,CS 411,Database Systems,4,9
67404,CS,CS 412,Introduction to Data Mining,4,9
43405,CS,CS 413,Intro to Combinatorics,4,9
64982,CS,CS 418,Interactive Computer Graphics,4,9
75644,CS,CS 420,Parallel Progrmg: Sci & Engrg,4,9
34285,CS,CS 421,Programming Languages & Compilers,4,9
22850,CS,CS 424,Real-Time Systems,4,9
72034,CS,CS 425,Distributed Systems,4,9
51954,CS,CS 426,Compiler Construction,4,9
23300,CS,CS 427,Software Engineering I,4,9
95199,CS,CS 433,Computer System Organization,4,9
85164,CS,CS 438,Communication Networks,4,9
40057,CS,CS 440,Artificial Intelligence,3,9
16641,CS,CS 445,Computational Photography,4,9
90427,CS,CS 446,Machine Learning,4,9
34501,CS,CS 447,Natural Language Processing,4,9
52497,CS,CS 450,Numerical Analysis,4,9
47724,CS,CS 461,Computer Security I,4,9
67263,CS,CS 465,User Interface Design,3,9
82418,CS,CS 466,Introduction to Bioinformatics,3,9
39019,CS,CS 473,Algorithms,5,9
75012,CS,CS 481,Advanced Topics in Stochastic Processes & Applications,5,9
25625,CS,CS 483,Applied Parallel Programming,4,9
42038,CS,CS 484,Parallel Programming,4,9
46814,CS,CS 491,Seminar,4,9
66928,CS,CS 493,"Senior Project II, ACP",4,9
23388,CS,CS 494,Senior Project II,4,9
17657,CS,CS 497,CS Team Project,4,9
82782,CS,CS 498,Special Topics,4,9
24389,CS,CS 499,Senior Thesis,5,9
84646,CS,CS 510,Advanced Information Retrieval,5,9
11045,CS,CS 513,Theory & Practice of Data Cleaning,5,9
24079,CS,CS 523,Advanced Operating Systems,5,9
32578,CS,CS 536,Fault-Tolerant Dig Syst Design,5,9
72723,CS,CS 547,Deep Learning,5,9
59220,CS,CS 554,Parallel Numerical Algorithms,5,9
72475,CS,CS 563,Advanced Computer Security,5,9
88096,CS,CS 571,Combinatorial Mathematics,5,9
92472,CS,CS 576,Topics in Automated Deduction,5,9
75593,CS,CS 581,Algorithmic Genomic Biology,5,9
94850,CS,CS 584,Embedded System Verification,5,9
92629,CS,CS 591,Advanced Seminar,5,9
56683,CS,CS 598,Special Topics,5,9
72682,CS,CS 599,Thesis Research,5,9
27521,CS,CS 225,Data Structures,2,6
70388,CS,CS 233,Computer Architecture,2,6
29197,CS,CS 241,System Programming,4,6
31382,CS,CS 242,Programming Studio,4,6
76511,CS,CS 296,Honors Course,4,6
75383,CS,CS 357,Numerical Methods I,3,6
12064,CS,CS 361,Probability & Statistics for Computer Science,3,6
88438,CS,CS 374,Introduction to Algorithms & Models of Computation,4,6
12955,CS,CS 397,Individual Study,4,6
22594,CS,CS 410,Text Information Systems,4,6
48718,CS,CS 411,Database Systems,4,6
38790,CS,CS 412,Introduction to Data Mining,4,6
75509,CS,CS 413,Intro to Combinatorics,4,6
77652,CS,CS 418,Interactive Computer Graphics,4,6
70320,CS,CS 420,Parallel Progrmg: Sci & Engrg,4,6
95953,CS,CS 421,Programming Languages & Compilers,4,6
55390,CS,CS 424,Real-Time Systems,4,6
77325,CS,CS 425,Distributed Systems,4,6
14758,CS,CS 426,Compiler Construction,4,6
60676,CS,CS 427,Software Engineering I,4,6
92521,CS,CS 433,Computer System Organization,4,6
27435,CS,CS 438,Communication Networks,4,6
93943,CS,CS 440,Artificial Intelligence,3,6
79683,CS,CS 445,Computational Photography,4,6
91933,CS,CS 446,Machine Learning,4,6
10397,CS,CS 447,Natural Language Processing,4,6
34512,CS,CS 450,Numerical Analysis,4,6
98102,CS,CS 461,Computer Security I,4,6
43831,CS,CS 465,User Interface Design,3,6
30925,CS,CS 466,Introduction to Bioinformatics,3,6
44425,CS,CS 473,Algorithms,5,6
75962,CS,CS 481,Advanced Topics in Stochastic Processes & Applications,5,6
98902,CS,CS 483,Applied Parallel Programming,4,6
33157,CS,CS 484,Parallel Programming,4,6
32318,CS,CS 491,Seminar,4,6
95151,CS,CS 493,"Senior Project II, ACP",4,6
20728,CS,CS 494,Senior Project II,4,6
16881,CS,CS 497,CS Team Project,4,6
61350,CS,CS 498,Special Topics,4,6
28789,CS,CS 499,Senior Thesis,5,6
27462,CS,CS 510,Advanced Information Retrieval,5,6
29991,CS,CS 513,Theory & Practice of Data Cleaning,5,6
69767,CS,CS 523,Advanced Operating Systems,5,6
29857,CS,CS 536,Fault-Tolerant Dig Syst Design,5,6
98904,CS,CS 547,Deep Learning,5,6
25294,CS,CS 554,Parallel Numerical Algorithms,5,6
77630,CS,CS 563,Advanced Computer Security,5,6
95288,CS,CS 571,Combinatorial Mathematics,5,6
12292,CS,CS 576,Topics in Automated Deduction,5,6
51955,CS,CS 581,Algorithmic Genomic Biology,5,6
98650,CS,CS 584,Embedded System Verification,5,6
88752,CS,CS 591,Advanced Seminar,5,6
16813,CS,CS 598,Special Topics,5,6
10416,CS,CS 599,Thesis Research,5,6
94994,CS,CS 225,Data Structures,2,5
62764,CS,CS 233,Computer Architecture,2,5
65544,CS,CS 241,System Programming,4,5
18020,CS,CS 242,Programming Studio,4,5
97841,CS,CS 296,Honors Course,4,5
98628,CS,CS 357,Numerical Methods I,3,5
11105,CS,CS 361,Probability & Statistics for Computer Science,3,5
70009,CS,CS 374,Introduction to Algorithms & Models of Computation,4,5
52197,CS,CS 397,Individual Study,4,5
67606,CS,CS 410,Text Information Systems,4,5
40754,CS,CS 411,Database Systems,4,5
40835,CS,CS 412,Introduction to Data Mining,4,5
13087,CS,CS 413,Intro to Combinatorics,4,5
20157,CS,CS 418,Interactive Computer Graphics,4,5
18428,CS,CS 420,Parallel Progrmg: Sci & Engrg,4,5
44995,CS,CS 421,Programming Languages & Compilers,4,5
20926,CS,CS 424,Real-Time Systems,4,5
26493,CS,CS 425,Distributed Systems,4,5
99055,CS,CS 426,Compiler Construction,4,5
54976,CS,CS 427,Software Engineering I,4,5
57614,CS,CS 433,Computer System Organization,4,5
10649,CS,CS 438,Communication Networks,4,5
39410,CS,CS 440,Artificial Intelligence,3,5
71527,CS,CS 445,Computational Photography,4,5
21001,CS,CS 446,Machine Learning,4,5
38318,CS,CS 447,Natural Language Processing,4,5
38470,CS,CS 450,Numerical Analysis,4,5
68092,CS,CS 461,Computer Security I,4,5
35347,CS,CS 465,User Interface Design,3,5
62720,CS,CS 466,Introduction to Bioinformatics,3,5
40375,CS,CS 473,Algorithms,5,5
45207,CS,CS 481,Advanced Topics in Stochastic Processes & Applications,5,5
83932,CS,CS 483,Applied Parallel Programming,4,5
99510,CS,CS 484,Parallel Programming,4,5
36191,CS,CS 491,Seminar,4,5
87472,CS,CS 493,"Senior Project II, ACP",4,5
16161,CS,CS 494,Senior Project II,4,5
80561,CS,CS 497,CS Team Project,4,5
34078,CS,CS 498,Special Topics,4,5
78877,CS,CS 499,Senior Thesis,5,5
41746,CS,CS 510,Advanced Information Retrieval,5,5
53068,CS,CS 513,Theory & Practice of Data Cleaning,5,5
88598,CS,CS 523,Advanced Operating Systems,5,5
26510,CS,CS 536,Fault-Tolerant Dig Syst Design,5,5
44767,CS,CS 547,Deep Learning,5,5
34089,CS,CS 554,Parallel Numerical Algorithms,5,5
70219,CS,CS 563,Advanced Computer Security,5,5
65087,CS,CS 571,Combinatorial Mathematics,5,5
19073,CS,CS 576,Topics in Automated Deduction,5,5
10571,CS,CS 581,Algorithmic Genomic Biology,5,5
53625,CS,CS 584,Embedded System Verification,5,5
73770,CS,CS 591,Advanced Seminar,5,5
60321,CS,CS 598,Special Topics,5,5
69998,CS,CS 599,Thesis Research,5,5
81516,CS,CS 225,Data Structures,2,2
28968,CS,CS 233,Computer Architecture,2,2
28439,CS,CS 241,System Programming,4,2
70054,CS,CS 242,Programming Studio,4,2
15213,CS,CS 296,Honors Course,4,2
69660,CS,CS 357,Numerical Methods I,3,2
55626,CS,CS 361,Probability & Statistics for Computer Science,3,2
96922,CS,CS 374,Introduction to Algorithms & Models of Computation,4,2
25016,CS,CS 397,Individual Study,4,2
30770,CS,CS 410,Text Information Systems,4,2
70415,CS,CS 411,Database Systems,4,2
14446,CS,CS 412,Introduction to Data Mining,4,2
21794,CS,CS 413,Intro to Combinatorics,4,2
57328,CS,CS 418,Interactive Computer Graphics,4,2
11311,CS,CS 420,Parallel Progrmg: Sci & Engrg,4,2
35981,CS,CS 421,Programming Languages & Compilers,4,2
19818,CS,CS 424,Real-Time Systems,4,2
38133,CS,CS 425,Distributed Systems,4,2
81687,CS,CS 426,Compiler Construction,4,2
41643,CS,CS 427,Software Engineering I,4,2
13348,CS,CS 433,Computer System Organization,4,2
96379,CS,CS 438,Communication Networks,4,2
44003,CS,CS 440,Artificial Intelligence,3,2
25433,CS,CS 445,Computational Photography,4,2
36061,CS,CS 446,Machine Learning,4,2
12716,CS,CS 447,Natural Language Processing,4,2
98995,CS,CS 450,Numerical Analysis,4,2
24418,CS,CS 461,Computer Security I,4,2
24886,CS,CS 465,User Interface Design,3,2
68074,CS,CS 466,Introduction to Bioinformatics,3,2
83785,CS,CS 473,Algorithms,5,2
81600,CS,CS 481,Advanced Topics in Stochastic Processes & Applications,5,2
51405,CS,CS 483,Applied Parallel Programming,4,2
20846,CS,CS 484,Parallel Programming,4,2
18544,CS,CS 491,Seminar,4,2
22901,CS,CS 493,"Senior Project II, ACP",4,2
23743,CS,CS 494,Senior Project II,4,2
58607,CS,CS 497,CS Team Project,4,2
42797,CS,CS 498,Special Topics,4,2
84072,CS,CS 499,Senior Thesis,5,2
64833,CS,CS 510,Advanced Information Retrieval,5,2
15708,CS,CS 513,Theory & Practice of Data Cleaning,5,2
76651,CS,CS 523,Advanced Operating Systems,5,2
37656,CS,CS 536,Fault-Tolerant Dig Syst Design,5,2
88052,CS,CS 547,Deep Learning,5,2
29208,CS,CS 554,Parallel Numerical Algorithms,5,2
42938,CS,CS 563,Advanced Computer Security,5,2
98887,CS,CS 571,Combinatorial Mathematics,5,2
81602,CS,CS 576,Topics in Automated Deduction,5,2
98190,CS,CS 581,Algorithmic Genomic Biology,5,2
